time_sec,heart_rate,spo2,bp_sys,bp_dia,motion
42,79.53740687044704,97.72563754612952,115.05021103723993,76.5975469881922,0.03292353824991246
43,78.79558521764284,98.04642245057056,119.82496194996882,77.8359725368684,0.0371363331594594
44,74.0859120385303,98.0799281959987,115.94499568185577,83.02266335497725,0.06397906143434842
45,77.12062316642117,97.48616242953702,114.42976774919003,79.11244691483093,0.037419242775927786
46,78.15744491616086,98.63285392043235,121.29330573927695,74.60090772247507,0.04764690136795672
47,84.22848890487566,97.56691257589274,121.0636988792883,87.07267717223914,0.050300555005741945
48,81.37447315827384,98.48472860026337,123.91436867474286,81.27986076458065,0.01165302227979402
49,72.94783937854906,98.21359718093585,117.8443721521245,74.37222639794732,0.02057747189252964
50,81.29633587757918,97.6768863450781,122.04026423418378,78.23260429103671,0.05672555778495125
51,78.45967087833473,98.88765544630476,122.75398786136832,80.44354553131367,0.03525941277694606
52,77.29231199877617,97.40318158412175,122.22386903915798,86.81836837318951,0.07113449822560837
53,82.44670515536347,98.459577086805,115.8717315859893,75.56755016696452,0.06933614208501089
54,84.1239980899838,98.50029115902149,120.74681741135595,83.90416287742379,0.06438337332710875
55,83.7251204764648,97.66468989546168,121.8207014802733,85.59794570788937,0.08639543574625196
56,76.64312990710944,98.69623265003216,120.03589233453971,77.48538277970172,0.04833821344513634
57,78.76315049659515,97.87497674270053,109.56761170814458,78.88994552455907,0.06297763851807678
58,81.32505372561425,98.14434681463993,120.8024481198674,75.85476301050493,0.03831198046807938
59,83.90218050848944,98.13016091938562,131.0626551969862,79.18615543567878,0.09904739825737448
60,78.08330304861884,97.93284562926473,118.19980365621508,79.85364010262828,0.0896726730487204
61,79.25736409334473,98.40540413657989,116.35961451072339,82.63859999232949,0.050237608690355845
62,75.57466010397589,98.3967443602761,121.86674279855698,84.36073388408178,0.05773172459810385
63,101.64693878815831,86.1780250974607,121.56189105233285,77.0076157415134,0.8549098955645611
64,83.2501032895768,98.65217012143907,125.96367582708207,72.13069974309602,0.04705720990371787
65,85.4249601142833,97.16875400598217,113.71065922045557,79.91502088289504,0.03686751858400591
66,79.71195951367866,98.51627310217083,123.65690126287497,81.17415011987457,0.06747979502013765
67,84.0141315915681,98.56335256841379,122.95211030625731,80.99767075074017,0.051568784921673404
68,81.44654410019054,97.4545167848924,119.28926731529727,78.69330700996382,0.05365988899290521
69,77.41952098157951,97.7945928560227,121.69343658960845,80.49900839865573,0.033314573138640696
70,81.44558242203365,97.44714766575703,125.14728740799178,86.06177923340898,0.015646557032732072
71,86.15214626586388,97.89253948485563,124.36157690014225,81.52693667585004,0.054722848197582025
72,79.85669584356019,97.84598285790713,114.28490343963136,78.50652629998766,0.068099240829884
73,86.25857462325602,98.38983026613467,124.10079093377742,77.99920873161602,0.04548386501847917
74,69.52101958364102,98.6551543730598,119.67655697483741,79.32059056928908,0.07872859039117734
75,83.2876100175009,98.69784190539498,120.36437049007758,86.54695984732255,0.035921673491689114
76,80.34818827295268,97.71891598671085,120.36598495500847,79.26679716189521,0.028905910900681606
77,78.80397059813653,97.89538906312774,119.2487850560087,79.92082262191717,0.04865539385607738
78,80.367043106142,97.15828090388952,125.95853748553533,78.07074571625479,0.0483481484929742
79,72.04972434159643,97.5970649667519,119.58141020075394,84.39593342976787,0.06539937462670445
80,79.12131244864995,98.48242581654873,114.40226935808415,87.8393490189787,0.0345007435187203
81,81.42845028604698,98.80779141177412,118.03235072015136,81.80245219772556,0.07736188473629796
82,85.91157617896606,97.38282556406004,120.89347358405237,80.3310916151417,0.08933833925016507
83,77.9269191269054,97.70376787042355,126.14607392148525,80.14713133269694,0.04921711946063317
84,76.76602558842725,97.98679712152054,123.01547342474417,70.46277284485701,0.07499420840368637
85,77.99297182566185,98.1400805794098,115.74732360626479,82.98060345713927,0.0288700585874948
86,83.66160847080829,97.59519824003918,132.42594958339447,80.53666566398337,0.07150443082363832
87,81.31500443863874,98.21203052223204,121.32387655488989,81.7133682026429,0.07094552817118925
88,77.88095918493184,97.76308032646455,126.37695368999508,77.15415122366518,0.06726874560379757
89,82.05306973245342,97.99277386456086,119.24142783211386,78.46217248409164,0.04968873822259412
90,80.38831019739216,98.27314212400185,122.66679622352724,78.35590025398731,0.0
91,83.87457996213156,98.00321113490547,124.19734252259202,84.08649193629216,0.037165457126957416
92,77.19178762449059,97.78180705473672,126.09097355877128,78.48496065358762,0.03748167964630796
93,78.68935141360893,97.94519509803709,125.28684152689112,88.3306412884392,0.030434901238790456
94,78.43156738747138,97.95581852039733,124.36098500036489,81.72344967606016,0.05244486009094133
95,74.14594020747153,,118.42456634402946,74.89726936001708,0.041620731089575314
96,81.18448110825831,97.87060196866645,117.1412697902197,79.48581482699217,0.03350775980469957
97,81.04422108871955,98.79932358525235,121.66303755162099,77.39329951137434,0.028823997035043607
98,80.02045382656985,98.28045972397062,124.66564036170534,71.2224701207199,0.03568974029029543
99,79.06165146649941,97.85225984098543,118.88639649611696,86.39788376045516,0.07242998423699856
100,74.33851703179835,98.34847720225537,125.32585982857194,82.81257016888001,0.03677949890745012
101,78.31741870893856,97.833090255122,127.2630837274309,82.13282927159725,0.03970122587133455
102,78.62914193389292,98.58656231879333,115.4183954046329,80.66161464119882,0.04086604769953507
103,76.79089092311352,98.18482109609904,115.8153964810186,74.47192972523025,0.056779870276188395
104,79.35485715333596,97.94634892799789,119.29812470547331,78.06553144177825,0.05912498977057066
105,81.61620342725816,98.22385846290514,121.53806334094598,83.36712309913605,0.0
106,87.54474360484213,97.21456192396575,117.37716493116474,75.79511988086999,0.07043270427655217
107,80.69831125132735,97.4366162655451,126.76101339433572,69.87292273499675,0.07872736068487508
108,81.03020156289105,97.40303749680048,122.12033430759226,79.0915759688763,0.028996269252766615
109,79.70221633693534,98.07147154738185,120.1972352412037,79.43296978388985,0.030554035105303308
110,72.32491513880383,98.86625749974255,112.82045238065736,80.54225366565883,0.040994932244434575
111,79.89394449820313,99.11565007309632,113.42092091786246,82.91407457405815,0.03487991961086791
112,80.2409208397641,98.31902555072038,121.40504625140903,82.55042324892483,0.05447853747893213
113,89.85296844994114,98.25042223747222,109.33702186922582,81.03507922097569,0.011069494272822715
114,79.2305561408755,97.09947113292363,125.06318704822036,84.78212555234684,0.02764144783926521
115,81.20618936933445,97.72866310013299,119.2092307781384,73.92412087674674,0.08078394400349816
116,79.86115292117903,97.60610812404587,136.21546484797366,82.01832725790956,0.031435600653039644
117,75.32528784952187,97.68957620087444,131.53958125308054,82.50615345334776,0.07486856556205851
118,84.57129125806009,97.91592809070761,119.09275465376241,75.04175085567904,0.05710676391180274
119,83.0077321307471,97.76395471115144,119.46831498734342,73.98851756527044,0.01381464570823484
120,83.16412778817218,97.01035009481211,124.97790757001015,77.0162314940976,0.06270658390432413
121,76.36245018082104,98.37395512805877,128.5158630495902,77.35383422993883,0.04764665395614293
122,85.6111772437444,97.4636284871301,111.80985471281991,83.01367785400973,0.04089065887500519
123,74.39259574883087,98.11962343205558,111.06812267322657,77.54184486523562,0.05489914186344008
124,82.34742837520108,99.03704133487498,116.8898259722281,76.57460592687518,0.05949266971133585
125,88.76182250323991,97.54030770420678,122.91368791586932,77.55346505322176,0.06415183643949239
126,76.03785469947725,96.73485623862683,122.48436795253798,84.47452933661685,0.07356505695096005
127,77.7348090815889,97.85699788905994,125.34885727491925,80.05217349750781,0.05816271825556713
128,80.39860546035057,98.55047981749928,114.00151235817346,79.28299589857235,0.022487318224272766
129,77.98609738353521,98.9791737271103,108.41928068515561,79.55997800519579,0.040527090846976185
130,73.79734627573546,97.3852252027738,124.29007097651072,85.16824133730609,0.10886096670537243
131,80.27425189922411,98.24834961161827,115.85901863517383,77.00331309358704,0.06448982120763455
132,75.75078514509558,97.76734477160997,109.90756067805681,85.26203316376042,0.09738574601622994
133,81.89436972254073,97.94702582284793,120.72531872979691,80.84198519568602,0.07790868164398371
134,76.3223030630648,99.32217167350852,123.96587844109338,79.3583224720986,0.05483604143111497
135,86.19973762007015,97.24851483580242,119.38971433939362,90.00360199173713,0.05602814139562235
136,76.86698683065505,98.12686983074728,117.71075806908755,75.77744204080561,0.049268399202463085
137,78.7117539351773,98.23384658588272,119.20318883927047,78.58525696173197,0.015243907683070011
138,83.25406886947867,98.54289316246967,118.14708618799608,75.070275043344,0.05036094504936449
139,75.07654273426418,98.04899157673545,113.25976444029916,83.80984788214468,0.07421349105084395
140,80.90983973841652,98.15402526975205,116.42659661504784,86.75675573460671,0.03800720010357593
141,85.22857101712971,97.80417571628911,122.60639952506907,86.67969112561856,0.05823905998123619
142,73.57006706175508,98.13456347062255,121.6083927068825,84.89579501258402,0.06703182091786394
143,80.73853543412922,97.82840386225129,120.8402990298341,79.20951812881614,0.03180639121375049
144,81.03953117699369,98.31078594492803,115.0242575907331,78.53903609004061,0.04097394271312671
145,83.12729148710925,97.81519483197819,119.09248418932167,73.31532091002374,0.02964177019045682
146,75.05219715648767,98.1885501969511,109.11467476778573,88.14349414072717,0.03355668786621187
147,74.7181735476629,97.98536859315752,120.89238331942695,81.87591231259387,0.02424789432693878
148,82.0877662624676,98.56302512538609,127.14428853906784,78.03217238052207,0.03199103077243946
149,81.18793869293275,97.97430313820576,112.62933933978947,85.31222755594787,0.07838911361595678
150,81.0019714013835,97.11348376589656,117.07036163341122,76.10894193296,0.03169045941819415
151,81.3857928379879,98.63096075035699,121.64553389355065,81.6264881368907,0.0525291843812138
152,77.27990111368604,97.5471338495687,126.26421317213742,79.30948346283667,0.039942624926580884
153,80.92901478864401,97.6731168306756,117.75887691849925,82.5547085595212,0.07357731874073878
154,81.17228989319473,97.70216935297826,116.53874835367051,79.74570584325551,0.07622324593207233
155,77.14259432789453,98.68721904658541,110.15538428791959,74.1962884355551,0.06728139964277895
156,87.46309804457903,96.93216289301066,120.51719064654053,80.30230549068015,0.05612269106205511
157,81.89533168364716,99.56887426683,130.21038020071873,84.19545656750145,0.04537880926318203
158,75.2347860111894,98.52802840453303,121.38679230982338,79.88313437658405,0.026162505916175006
159,82.62621443453531,98.11161945706458,119.88860510408144,83.10046048635634,0.08887057762244394
160,76.10127331909071,97.97255299969186,121.61041155383492,75.81788205730379,0.03480653964494894
161,83.14833841496981,98.14277703742883,119.94453998025699,79.89495682692059,0.06327292694065684
162,84.63438231602962,98.26056121418966,115.93492813869935,77.5019581796457,0.07119131145246795
163,76.71727072659316,98.32260779297503,124.11639957838852,82.98792336041883,0.038894390061893415
164,83.85350451697728,98.27780223300172,121.12880761555877,80.12596624904798,0.07076025054631925
165,81.651123707746,98.04479034062763,120.08806625966828,82.76029470534645,0.0652842640667771
166,83.28824063997796,97.90133078984634,115.12316986360875,84.35084170463146,0.0845592767076353
167,87.5871719306158,97.92436335817324,126.5175396596738,82.76647430048556,0.04061307067146578
168,79.01844753598851,97.90254585982366,123.32351372666555,81.09247373717457,0.024282719654405704
169,76.98505534257004,98.56688504843353,117.23539581316349,76.00715096595438,0.03989020489110978
170,76.4419422814979,98.29677836114043,125.00912426840969,79.9888555573324,0.05417707085068664
171,76.73675886013825,96.52980568266786,117.51214580807397,77.86763839193667,0.051164254541701135
172,79.69159316234358,98.32795038826488,116.08998253744481,78.6237441731831,0.042131242074508995
173,81.36460789926657,98.09736809735939,116.20148441259856,78.501863396999,0.011816050820455143
174,81.10676319732008,97.99064562177705,111.14465723455955,76.08029770087103,0.05940965992258213
175,83.3087329961441,97.80574077345555,122.35771190209103,72.17064564346404,0.08944688958164401
176,80.05200756751162,98.56205635999301,110.84427560830825,77.32742780668893,0.05928502476246007
177,85.81413630862927,98.47376323106143,113.8577808436712,80.77351780769663,0.062182710381070275
178,78.94137266704817,97.61356116608819,109.62205995460734,74.60729181829004,0.06144890612310204
179,90.88067666635848,98.20352614356227,119.56965153604554,80.06272894588649,0.057940933397648
180,82.50266939106002,97.51417163272936,119.24839769864064,87.60107369724386,0.0686333193373619
181,76.57136977433487,97.31019091760554,118.36651893406818,84.09222622100896,0.05790747362371332
182,75.71643000775555,97.68664138770502,114.78711152664712,86.57416603648211,0.043746456606934485
183,81.92988966097275,98.43119673619138,114.1388312328168,81.5645115077309,0.03408022179982492
184,79.1061488586966,,122.32184931773287,84.67003929194578,0.0450205268943865
185,82.85600197636836,98.25654271004865,117.24724034145756,77.10414107812885,0.05628258992901332
186,81.89295049829418,98.362547893424,121.58179160768073,77.42263893191206,0.043678340777540535
187,79.7086843493725,98.25808914355748,115.57375656937889,69.0434391754501,0.05628677366262861
188,76.61282512772638,97.67925920238852,120.9053137138554,84.7445818961692,0.05878300267400835
189,73.94061110125654,98.21596127233697,126.51639018658032,86.16129591927954,0.06666358862540364
190,78.21394019173192,98.40020476261384,122.93082900196391,77.78729101861092,0.0756558993767796
191,83.42559517729389,98.37714566490679,117.9379309089176,78.98419317441106,0.051560148369577154
192,80.85637497652081,98.59445668573733,121.28599485177963,76.98455154523616,0.02384446869704679
193,75.01704488515205,98.35415192360053,118.79667412734894,81.53061420590997,0.0430979180636162
194,80.69272370340472,98.17572410377079,120.03940092347364,84.49973018121297,0.05088125134813199
195,81.54126951891534,98.53507511915821,118.37194473925749,73.02891210447584,0.0132846248764582
196,76.46457025519547,97.98673937037547,119.17832397057305,81.637754122569,0.07777329040204964
197,80.61490042378212,97.55906267438614,121.06046676537088,78.89331291312342,0.05284755825020933
198,80.232834873784,97.91846651802811,115.03320650209025,80.45357756786676,0.0576270566916057
199,75.42811880867751,97.62754867759678,114.9206058650501,81.83597600669717,0.07731052925052531
200,81.43114944139313,97.66241086251281,113.05728723084394,79.24719024490872,0.03739714339715307
201,82.24313810547294,97.92774066464224,111.99864447748145,79.58565258637688,0.061480838617680604
202,84.3322049727011,97.60379003950003,113.9135865388976,79.14449932978144,0.04780271753796129
203,84.21520820813961,97.84601923518048,120.79731253402065,83.88126480715313,0.046318262659681614
204,74.48932252817164,97.0531926665231,115.53606242254058,81.67503984050998,0.03455615224391242
205,76.24869984033951,98.10664685368647,122.56807232115548,80.88233415094945,0.08331206427373056
206,82.06014106883464,98.0006027376811,120.17356874376281,74.91619311563088,0.04248999919848859
207,82.05514380364883,97.5914556844659,110.15747893280974,78.48568102714738,0.06398928493791405
208,82.06019074522419,98.32962283421621,123.27487792110846,83.5946766413567,0.012499852250561272
209,95.41092596261889,98.46878506881328,124.05399322795854,80.1507862924957,0.07359977059379573
210,82.28356204277267,97.19622006781552,115.03068662582574,82.63812587835655,0.07104422311914117
211,84.54226256072239,97.61863761071689,122.10095771447496,87.06604720131054,0.05194868220594606
212,83.81600705397281,97.61542882510635,115.71750881295401,84.15442427683527,0.04546115067724152
213,82.6055650052232,97.53004844944557,120.48835188374167,80.37263335079896,0.05800000011227133
214,78.73892302143862,98.41473742096588,113.67750796522517,77.95604331921709,0.09577581321760578
215,83.03587688197307,97.9030869306136,111.03446773732712,69.7858016157764,0.014735266021930302
216,76.90869914184971,97.8677425793447,118.08591405193516,79.32646031010859,0.06564054775148255
217,79.05272557303996,96.99806881779662,119.38135526862582,78.69595001673261,0.03176765395692195
218,78.05854580868359,98.31770901510461,118.01160153192698,81.5614647775815,0.04960163207400538
219,80.32749655754529,97.38037080257327,114.0798472088872,79.38437909210126,0.04504239761842674
220,89.25863426669403,98.02996631513317,118.00050468934431,78.71845976225282,0.041433634844044887
221,72.530939229633,98.1386884689791,121.34647376290367,72.88240427797112,0.049790697418945415
222,82.74504076149806,98.68032929791933,119.77553484938731,76.24012868339973,0.027316577094444194
223,73.5491365152414,97.34558980044045,120.91250515299606,81.90660416320223,0.07058360872255934
224,78.11227253684227,96.49024392208959,116.64942399772883,86.86363052453078,0.014117129776027991
225,84.35580238786946,98.09192477237684,125.8585895735808,79.60989846501751,0.060795290256566846
226,80.25712007638185,98.90025559075542,114.1191333172261,81.3112442942965,0.04346928294930858
227,75.68902088828277,98.61947317646973,122.4378014854336,83.80991262781122,0.02658150212385093
228,77.13878516296013,98.10482970763731,125.9094554647998,76.75642425519901,0.05404766741197391
229,82.7183909957387,97.75418190718398,122.40454046374448,81.46725617314176,0.018860978265870444
230,77.07853347313146,98.40356129831865,118.98737886467585,77.03803957467136,0.050794276434392695
231,80.8658343583279,97.51322690014777,117.3585147666851,83.45929775396405,0.021542461843768915
232,80.18228735961526,98.2381788846781,125.18043825523128,80.60561219180693,0.05922544168635663
233,77.39359860957673,98.25273507958332,112.88512537369164,81.19380725592576,0.031512853327392495
234,88.57577635730131,98.53010495374944,115.14937869810178,76.86960561032565,0.04098011965941381
235,82.53567608927204,99.37983001945554,118.0122111725414,82.82812943844314,0.05587898775886325
236,71.89942965336957,,126.18826878755999,88.33885168492407,0.034549157763155286
237,80.74581725907771,97.74551818714625,121.89883818020448,75.96835321828718,0.048840720006633954
238,77.35285414092645,97.987212843904,115.15977120744877,78.64096396940991,0.01972338997510293
239,83.4097333391849,97.11546204755544,118.44846147307548,80.92642989667237,0.06261751207192312
240,76.8299170462692,97.65264343445547,116.92838427951853,83.14562484798327,0.08529827611101543
241,79.5410542341324,97.79535878094345,116.45105503883232,77.76181485884213,0.10584417735819923
242,82.01994911592183,97.7379558010327,124.8944477927839,68.66787883942904,0.05182336293332879
243,83.46302077668048,98.07617743601686,113.14128435368247,85.4367579766561,0.06576408281594373
244,75.19881437177689,97.5887900338089,128.04390427867187,83.04202447833657,0.014387486541850215
245,78.6619950566362,98.56051533366224,124.14114845092311,73.02820987805335,0.08005468652611177
246,78.10021875535618,98.0001035324591,125.45430835301849,77.56972483288178,0.06552457009448212
247,77.38668306970516,97.99534983943069,117.68530243987371,86.2727297181093,0.04032133110097534
248,87.06181696112439,97.83605264174354,119.25029640460446,85.79118567383146,0.0747436160057802
249,81.61992684384383,98.0775953419295,112.83424092737644,83.75456009071578,0.04491047846709317
250,74.95646418265981,98.41254913233382,117.37668796466599,79.29555026416055,0.040839496339708875
251,83.6714477882191,97.56643489214456,122.46827423821576,80.33194967525004,0.05950669850854983
252,88.48862478805053,97.67094175546237,126.48031530890698,79.4762967794955,0.02873291000339363
253,84.12986104220458,97.84813698561167,114.46421591598774,84.51295913307536,0.07043249528799897
254,73.92252013618395,97.32706453826339,118.17247031507367,76.49663037401956,0.028880203761463136
255,78.063063708535,97.59037107013926,119.24350389883739,76.77680138046318,0.028998904203536277
256,85.06764459674649,97.76188956322767,113.02105398903757,84.04109834734406,0.031806204231833314
257,77.16932213752487,98.43719459035637,122.956746208792,79.82255417795375,0.06519000075032244
258,81.77527771258491,98.13128066450096,116.38004834128695,85.51386942181523,0.037664492769605845
259,83.09853621371735,98.09679495568378,119.02304824411488,77.31395117207782,0.023040084312656625
260,76.29227811368767,98.42544898108399,117.74025314044061,79.7808865586447,0.03788640000128404
261,79.7618985757528,97.9313141058003,116.05330747140162,76.3103480606242,0.049359152586390266
262,67.03493063972371,98.19523242496444,119.96477507259722,80.02945072569428,0.026380550326712292
263,75.90244943466284,97.94838912353376,118.92195210715988,74.0858122520048,0.02696637781931313
264,78.98972739442736,98.13268117469981,118.14071058860667,78.04946631618014,0.0922259266819917
265,75.0088672721406,97.70862067119421,116.35769189159828,74.25498454028752,0.03278869192372226
266,86.52964521572655,96.78059142086178,121.59762335391477,82.77569293276503,0.04353915262453987
267,74.27943448815746,97.93286041890684,128.26808634246143,82.8663573590386,0.04265525998401429
268,78.23982205321207,98.71137406804996,120.69943616419563,73.07894907806262,0.04157286384459116
269,80.52296230914436,98.46310770112079,124.98059107455565,85.3355429820023,0.06242693479938205
270,85.76509315626446,98.48269874229558,113.04889037423268,89.98966050567941,0.06896285900944099
271,74.25655139528224,98.6180653609031,120.78880719646885,80.18402554694536,0.04388091136936816
272,84.65265500861983,98.04432879548072,114.51315840514467,77.43554295910143,0.025270434268153022
273,80.04093224407835,98.0986578537028,112.61537536234049,91.29732236401219,0.07548880455697807
274,76.0739653958082,97.69117405228282,116.30314296270481,74.72412600678996,0.04809317817606635
275,81.84841389705308,97.84196357198647,125.95949667206787,80.0804258674764,0.08460643629714337
276,80.79623878229388,98.30788557488557,124.75007914334823,80.7184890905277,0.0050882820486967476
277,77.59913249136483,98.60194221858441,121.215023610272,85.38059048180966,0.05390806442566641
278,80.27920833996008,97.9302768621595,112.33649720055034,81.43895590050715,0.08837212667752416
279,78.45874561255296,97.77490536757429,119.01859674306031,78.0054644168462,0.04293471729123684
280,80.454069381005,98.0002639794283,121.50850004450868,76.19526251844817,0.04549013153330728
281,82.6485226980842,98.30060337446456,120.87768114789299,78.63271271901546,0.05591023383180678
282,86.34406726458141,97.27807259193322,110.78103208259627,75.97229055621942,0.03882408362230086
283,75.04873800469261,96.85190952343137,115.54841075990063,80.19130127913873,0.04375856135894535
284,88.53213349862507,97.72473157525421,119.67961117925641,77.74321528055805,0.043243698116171944
285,72.19164880190999,97.38964378704291,122.68145454758594,74.023848826841,0.03745158531147254
286,79.39285961985766,97.74592990117634,109.01936089450027,85.02058315349962,0.0745771310040112
287,82.3532688259383,97.92610984059127,119.18938012260071,78.00930990628385,0.059221560645928706
288,81.12396747094013,97.77337579548849,120.71524384939477,74.92745278009875,0.055012564642066046
289,77.50920192071763,98.72623376723537,124.24805994258107,79.32696346204983,0.06617142013780233
290,79.1675109985709,98.16337238230116,123.46428792118718,80.27348626387064,0.04471288333593067
291,78.02799626136466,98.15023717980542,122.91285659404403,73.01413309768387,0.034515923632941994
292,77.64254097222316,98.31110357202171,116.00029746649032,81.32659066850304,0.037947513907708855
293,83.39840838808409,97.43058344110962,110.45998931438346,75.81136972523895,0.05003566082209218
294,81.42806194386019,98.51955589371013,118.034736214693,86.84411523676314,0.028815765832541963
295,77.22836161895738,97.96211785673226,125.0081591260428,82.09584204830693,0.03999477966826649
296,83.598399501733,98.33524030862061,126.96727263762216,78.40040003956274,0.03967766716257131
297,81.22919808350643,97.46407138347992,123.55274551148892,77.0193289187306,0.09249112459658028
298,83.25144847535584,97.22312061699196,122.14670411400867,79.5801291697455,0.0
299,82.51851536769445,98.40894482901251,121.89819824192983,82.45116296633316,0.04640760557188734
300,76.68401995631172,98.18820476304876,117.2194062661961,79.8980234856592,0.08451387585629541
301,77.75927583921212,97.54897422282124,119.3496985322319,79.13136477145257,0.052436889282649085
302,82.98917442049304,97.56516845936265,128.34534762913165,80.23348116327158,0.06506834946842185
303,82.44148106173385,98.56271739220739,115.28720997104062,77.58456427505219,0.05199652630199536
304,79.91639362414341,97.40529405356634,128.07389395354926,78.62717629262785,0.036653332375670394
305,80.46930953323513,98.82133647662798,118.3898592275397,71.65683024437999,0.005161681309821739
306,85.1106595831537,97.54968963267606,126.62716054547539,83.89490492340947,0.05410911374072606
307,77.63371444465668,98.31919596280419,112.96592495251231,81.19519112128705,0.03448786790795218
308,82.18838952468015,97.83569076212551,122.92952100582325,76.90617662386627,0.03399329187669393
309,79.19122939026443,98.30159371554117,116.31614932026189,87.59493992542096,0.040020254880417765
310,79.12927518709112,97.72794299894291,112.92366404037907,80.34806592156954,0.08489722813246987
311,84.39510740794876,97.91860354696385,121.09267021205473,75.85542571209922,0.09809675084507946
312,83.30166539595211,98.02045958769786,125.04735894297984,83.42694968588184,0.05434415875056802
313,83.25403854400255,97.49890627210927,115.77529280703251,81.59219286603705,0.04070465552176545
314,85.22191522861732,98.37041217271006,112.50492019770799,81.57831994193688,0.026455471650975795
315,80.08401536653103,97.7433932167642,119.54077617832523,78.29697758139363,0.059370803230921386
316,82.72781188517986,97.88570004232999,119.5628233561141,81.80198289511213,0.08565811200130288
317,78.75893297362617,97.50282531269575,122.7415981377725,78.95296683911562,0.04505319225949687
318,81.29666540995377,96.71883317060235,124.74797285682244,82.22376580658337,0.002420079184935517
319,79.47942778252926,97.90448611869992,119.70292409363753,72.38022218395744,0.06340099343631048
320,80.38798385997087,99.20630771080646,129.27751657397133,78.26450614808324,0.069707994229001
321,82.38062810174766,98.39230214394901,121.12117372267646,86.88862039123278,0.018283087192283054
322,76.7271172670661,97.9903698101328,118.2678674699655,76.9317301783988,0.05352968367325906
323,88.36954910274184,97.86855458539587,111.94216320448587,77.58464681002725,0.05902452032272198
324,75.97593047400119,98.01123294640603,118.68670239841916,78.2081546462001,0.048537853959821235
